cpu_rate,mem_rate,time
0.016528904,0.42024129999999993,2020-09-19 07:54:49
0.016528904,0.42024988,2020-09-19 07:54:50
0.024793386,0.42032623,2020-09-19 07:54:51
0.040983617,0.41229049999999995,2020-09-19 07:54:51
0.10743803,0.41220856,2020-09-19 07:54:52
0.02439022,0.41224486,2020-09-19 07:54:53
0.016393423,0.41224859999999997,2020-09-19 07:54:53
0.008264482,0.41226940000000006,2020-09-19 07:54:54
0.016528904,0.41232437,2020-09-19 07:54:54
0.13114756,0.41232902,2020-09-19 07:54:55
0.06557375,0.41241455,2020-09-19 07:54:55
0.008333325,0.41241944,2020-09-19 07:54:56
0.0,0.4124424,2020-09-19 07:54:57
0.0,0.41245037,2020-09-19 07:54:57
0.0,0.4124897,2020-09-19 07:54:58
0.008264482,0.4124747,2020-09-19 07:54:59
0.016528904,0.41250098,2020-09-19 07:54:59
0.008333325,0.41252053,2020-09-19 07:55:00
0.024590135,0.4124834,2020-09-19 07:55:00
0.0,0.4126073,2020-09-19 07:55:01
0.0,0.41262412,2020-09-19 07:55:01
0.024590135,0.41260165,2020-09-19 07:55:02
0.016806722,0.41263717,2020-09-19 07:55:03
0.008264482,0.41263282,2020-09-19 07:55:03
0.0,0.41262978,2020-09-19 07:55:04
0.024999976,0.41264266,2020-09-19 07:55:05
0.008264482,0.41265029999999997,2020-09-19 07:55:05
0.058333337,0.41270143,2020-09-19 07:55:06
0.0,0.412753,2020-09-19 07:55:06
0.008333325,0.41274629999999995,2020-09-19 07:55:07
0.008474588,0.41258985,2020-09-19 07:55:07
0.008264482,0.41258913,2020-09-19 07:55:08
0.008264482,0.4125839,2020-09-19 07:55:09
0.016393423,0.41258794,2020-09-19 07:55:09
0.016528904,0.41258126,2020-09-19 07:55:10
0.01666665,0.41266853,2020-09-19 07:55:11
0.016528904,0.41269523,2020-09-19 07:55:11
0.016806722,0.41271234,2020-09-19 07:55:12
0.049586773,0.41272026,2020-09-19 07:55:12
0.016393423,0.41273153,2020-09-19 07:55:13
0.008333325,0.41272652,2020-09-19 07:55:13
0.024590135,0.41270638,2020-09-19 07:55:14
0.0,0.41268975,2020-09-19 07:55:15
0.016528904,0.4127251,2020-09-19 07:55:15
0.06666666,0.41276949999999996,2020-09-19 07:55:16
0.016528904,0.41279972,2020-09-19 07:55:17
0.01666665,0.41281949999999995,2020-09-19 07:55:17
0.0,0.41282558,2020-09-19 07:55:18
0.008333325,0.41285002,2020-09-19 07:55:18
0.016528904,0.41284620000000005,2020-09-19 07:55:19
0.0,0.41284620000000005,2020-09-19 07:55:19
0.016528904,0.41282195,2020-09-19 07:55:20
0.008403361,0.412821,2020-09-19 07:55:21
0.008333325,0.4128887,2020-09-19 07:55:21
0.0,0.41288459999999993,2020-09-19 07:55:22
0.0,0.41287005,2020-09-19 07:55:23
0.040983617,0.41292548,2020-09-19 07:55:23
0.0,0.41290557,2020-09-19 07:55:24
0.016528904,0.41292113,2020-09-19 07:55:24
0.025210082999999998,0.41294490000000006,2020-09-19 07:55:25
0.008264482,0.4129090999999999,2020-09-19 07:55:25
0.116666675,0.4129517,2020-09-19 07:55:26
0.17460316,0.41294724,2020-09-19 07:55:27
0.03333336,0.41294140000000007,2020-09-19 07:55:27
0.016528904,0.412934,2020-09-19 07:55:28
0.008264482,0.41316235,2020-09-19 07:55:29
0.024793386,0.41310203,2020-09-19 07:55:29
0.008333325,0.413105,2020-09-19 07:55:30
0.016806722,0.41312337,2020-09-19 07:55:30
0.0,0.41313565,2020-09-19 07:55:31
0.008264482,0.4131776,2020-09-19 07:55:31
0.03305787,0.41317922,2020-09-19 07:55:32
0.02439022,0.41313964,2020-09-19 07:55:33
0.13934427,0.41314608,2020-09-19 07:55:33
0.37288135,0.41313190000000005,2020-09-19 07:55:34
0.12295079,0.41316706,2020-09-19 07:55:35
0.084745765,0.4131776,2020-09-19 07:55:35
0.099173546,0.41301750000000004,2020-09-19 07:55:36
0.024793386,0.41301608,2020-09-19 07:55:36
0.032520354,0.41320896,2020-09-19 07:55:37
0.016393423,0.41322523,2020-09-19 07:55:37
0.0,0.41322840000000005,2020-09-19 07:55:38
0.032786906,0.41320837,2020-09-19 07:55:39
0.6666666,0.41325134,2020-09-19 07:55:39
0.66176474,0.41314409999999996,2020-09-19 07:55:40
0.43089432,0.413513,2020-09-19 07:55:41
0.10743803,0.41353779999999996,2020-09-19 07:55:41
0.10924369,0.415195,2020-09-19 07:55:42
0.040983617,0.41522086,2020-09-19 07:55:42
0.024590135,0.41512328,2020-09-19 07:55:43
0.058333337,0.41460859999999994,2020-09-19 07:55:43
0.0487805,0.41559035,2020-09-19 07:55:44
0.024999976,0.41563797,2020-09-19 07:55:45
0.041666687,0.41455477,2020-09-19 07:55:45
0.016806722,0.41434115,2020-09-19 07:55:46
0.16239315,0.41380155,2020-09-19 07:55:47
0.057851255,0.41017592,2020-09-19 07:55:47
0.01666665,0.40431744,2020-09-19 07:55:48
0.01666665,0.40433037,2020-09-19 07:55:48
0.04918033,0.40317988,2020-09-19 07:55:49
0.042016804000000005,0.40238017,2020-09-19 07:55:49
0.1300813,0.40133125,2020-09-19 07:55:50
0.033898294,0.40136158,2020-09-19 07:55:51
0.03305787,0.40168774,2020-09-19 07:55:51
0.03305787,0.40187156,2020-09-19 07:55:52
0.033613443,0.40225536,2020-09-19 07:55:53
0.024793386,0.40223897,2020-09-19 07:55:53
0.016528904,0.40200240000000004,2020-09-19 07:55:54
0.024999976,0.4023099,2020-09-19 07:55:54
0.04918033,0.40205896,2020-09-19 07:55:55
0.008333325,0.402062,2020-09-19 07:55:55
0.008264482,0.40199070000000003,2020-09-19 07:55:56
0.01666665,0.40192652,2020-09-19 07:55:57
0.016528904,0.40201867,2020-09-19 07:55:57
0.008264482,0.40196002,2020-09-19 07:55:58
0.01666665,0.4018957,2020-09-19 07:55:59
0.16101694,0.40335566,2020-09-19 07:55:59
0.042016804000000005,0.40333134,2020-09-19 07:56:00
0.024999976,0.40321493,2020-09-19 07:56:00
0.05737704,0.40548056,2020-09-19 07:56:01
0.07563025,0.40378672,2020-09-19 07:56:01
0.008264482,0.40465270000000003,2020-09-19 07:56:02
0.06779659,0.40476424,2020-09-19 07:56:03
0.04918033,0.40498966,2020-09-19 07:56:03
0.19166666,0.40530443,2020-09-19 07:56:04
0.032520354,0.40720952,2020-09-19 07:56:05
0.049586773,0.4071685,2020-09-19 07:56:05
0.025210082999999998,0.40692824,2020-09-19 07:56:06
0.024999976,0.40693372,2020-09-19 07:56:06
0.116666675,0.40731209999999995,2020-09-19 07:56:07
0.04132229,0.40691537,2020-09-19 07:56:07
0.008264482,0.40689683,2020-09-19 07:56:08
0.056910574000000005,0.40688372,2020-09-19 07:56:09
0.032520354,0.4076447,2020-09-19 07:56:09
0.024999976,0.40755975,2020-09-19 07:56:10
0.06611568,0.40739709999999996,2020-09-19 07:56:11
0.057851255,0.40775162,2020-09-19 07:56:11
0.03333336,0.40773259999999995,2020-09-19 07:56:12
0.08547008,0.40790445,2020-09-19 07:56:12
0.07317072,0.4079001,2020-09-19 07:56:13
0.008264482,0.40790606,2020-09-19 07:56:13
0.032520354,0.40826696,2020-09-19 07:56:14
0.024793386,0.408269,2020-09-19 07:56:15
0.008333325,0.40745074,2020-09-19 07:56:15
0.081967235,0.40740895,2020-09-19 07:56:16
0.03305787,0.40758413,2020-09-19 07:56:17
0.03305787,0.40773964,2020-09-19 07:56:17
0.125,0.4081958,2020-09-19 07:56:18
0.12711865,0.40842497,2020-09-19 07:56:18
0.07377046,0.4086553,2020-09-19 07:56:19
0.016806722,0.40838796,2020-09-19 07:56:19
0.024999976,0.40778226,2020-09-19 07:56:20
0.008403361,0.4077651,2020-09-19 07:56:21
0.03305787,0.4077288,2020-09-19 07:56:21
0.0,0.40761787,2020-09-19 07:56:22
0.016393423,0.40755755,2020-09-19 07:56:23
0.008333325,0.40751129999999997,2020-09-19 07:56:23
0.008264482,0.40746397,2020-09-19 07:56:24
0.0,0.40713704,2020-09-19 07:56:24
0.016393423,0.4071548,2020-09-19 07:56:25
0.0,0.40700084,2020-09-19 07:56:25
0.008264482,0.40693957,2020-09-19 07:56:26
0.0,0.40694624,2020-09-19 07:56:27
0.07377046,0.40697306,2020-09-19 07:56:27
0.0,0.40693128,2020-09-19 07:56:28
0.016393423,0.40693855,2020-09-19 07:56:29
0.07317072,0.40694547,2020-09-19 07:56:29
0.008333325,0.40695983,2020-09-19 07:56:30
0.016528904,0.40695882,2020-09-19 07:56:30
0.016393423,0.40698797,2020-09-19 07:56:31
0.03333336,0.40699732,2020-09-19 07:56:31
0.008264482,0.40697459999999996,2020-09-19 07:56:32
0.116666675,0.40714532,2020-09-19 07:56:33
0.016528904,0.4070022,2020-09-19 07:56:33
0.0,0.40701240000000005,2020-09-19 07:56:34
0.016393423,0.40701115,2020-09-19 07:56:35
0.040650427,0.4070027,2020-09-19 07:56:35
0.0487805,0.40715903,2020-09-19 07:56:36
0.024590135,0.4071628,2020-09-19 07:56:36
0.008264482,0.40718150000000003,2020-09-19 07:56:37
0.0,0.40720320000000004,2020-09-19 07:56:37
0.008264482,0.40723622,2020-09-19 07:56:38
0.024999976,0.40724640000000006,2020-09-19 07:56:39
0.016528904,0.4072107,2020-09-19 07:56:39
0.0,0.40722529999999996,2020-09-19 07:56:40
0.032786906,0.40720963,2020-09-19 07:56:41
0.008264482,0.4072157,2020-09-19 07:56:41
0.0,0.40719908,2020-09-19 07:56:42
0.016528904,0.40719897,2020-09-19 07:56:42
0.008264482,0.4071958,2020-09-19 07:56:43
0.016528904,0.40720624,2020-09-19 07:56:43
0.016393423,0.40721643,2020-09-19 07:56:44
0.08264464,0.40721256,2020-09-19 07:56:45
0.024590135,0.4072225,2020-09-19 07:56:45
0.024590135,0.40725213,2020-09-19 07:56:46
0.008264482,0.40726537,2020-09-19 07:56:47
0.008264482,0.40727603,2020-09-19 07:56:47
0.024999976,0.40727990000000003,2020-09-19 07:56:48
0.0,0.40736318,2020-09-19 07:56:48
0.024590135,0.40728575,2020-09-19 07:56:49
0.042016804000000005,0.40741563,2020-09-19 07:56:49
0.097561,0.4079036,2020-09-19 07:56:50
0.016528904,0.40785164,2020-09-19 07:56:51
0.024793386,0.40756202,2020-09-19 07:56:51
0.024999976,0.40762877,2020-09-19 07:56:52
0.008264482,0.40757793,2020-09-19 07:56:53
0.081300795,0.40782535,2020-09-19 07:56:53
0.0,0.40751904,2020-09-19 07:56:54
0.008264482,0.40744126,2020-09-19 07:56:54
0.016393423,0.40745413,2020-09-19 07:56:55
0.016528904,0.40730166,2020-09-19 07:56:55
0.016528904,0.40735674,2020-09-19 07:56:56
0.04918033,0.40733647,2020-09-19 07:56:57
0.024999976,0.40754235,2020-09-19 07:56:57
0.0,0.40752548,2020-09-19 07:56:58
0.056910574000000005,0.40766620000000003,2020-09-19 07:56:59
0.07438016,0.40803920000000005,2020-09-19 07:56:59
0.058333337,0.40716994,2020-09-19 07:57:00
0.041666687,0.4072163,2020-09-19 07:57:00
0.041666687,0.40703690000000003,2020-09-19 07:57:01
0.024999976,0.40705234,2020-09-19 07:57:01
0.008264482,0.40696043,2020-09-19 07:57:02
0.016528904,0.40685564,2020-09-19 07:57:03
0.03333336,0.40687132,2020-09-19 07:57:03
0.008264482,0.40677983,2020-09-19 07:57:04
0.008264482,0.40671194,2020-09-19 07:57:05
0.016528904,0.4066906,2020-09-19 07:57:05
0.07438016,0.40659577,2020-09-19 07:57:06
0.008333325,0.40661073,2020-09-19 07:57:06
0.016528904,0.40657634,2020-09-19 07:57:07
0.016528904,0.4065364,2020-09-19 07:57:07
0.008474588,0.40651357,2020-09-19 07:57:08
0.07499999,0.4065001,2020-09-19 07:57:09
0.01666665,0.4065302,2020-09-19 07:57:09
0.03305787,0.4066748,2020-09-19 07:57:10
0.01666665,0.40677994,2020-09-19 07:57:11
0.008333325,0.40677375,2020-09-19 07:57:11
0.016393423,0.4068423,2020-09-19 07:57:12
0.05645162,0.40686888,2020-09-19 07:57:12
0.008264482,0.40683818,2020-09-19 07:57:13
0.07499999,0.40706736,2020-09-19 07:57:13
0.02439022,0.4064768,2020-09-19 07:57:14
0.008333325,0.40650862,2020-09-19 07:57:15
0.024590135,0.40650654,2020-09-19 07:57:15
0.03333336,0.40653253,2020-09-19 07:57:16
0.024590135,0.40652412,2020-09-19 07:57:17
0.008264482,0.40652186,2020-09-19 07:57:17
0.016528904,0.4065205,2020-09-19 07:57:18
0.01666665,0.40652037,2020-09-19 07:57:18
0.03305787,0.40664659999999997,2020-09-19 07:57:19
0.050000012,0.40679002,2020-09-19 07:57:19
0.016528904,0.40679390000000004,2020-09-19 07:57:20
0.041666687,0.40683478,2020-09-19 07:57:21
0.058333337,0.40691942,2020-09-19 07:57:21
0.025423706,0.40746552,2020-09-19 07:57:22
0.0487805,0.40748809999999996,2020-09-19 07:57:23
0.06779659,0.4075749,2020-09-19 07:57:23
0.016393423,0.40747243,2020-09-19 07:57:24
0.016393423,0.40732616,2020-09-19 07:57:24
0.032520354,0.40733564,2020-09-19 07:57:25
0.016528904,0.40723062,2020-09-19 07:57:25
0.008333325,0.40728307,2020-09-19 07:57:26
0.06666666,0.40718138,2020-09-19 07:57:27
0.01666665,0.4071744,2020-09-19 07:57:27
0.016393423,0.40715998,2020-09-19 07:57:28
0.024793386,0.40695244,2020-09-19 07:57:29
0.016393423,0.40697563,2020-09-19 07:57:29
0.016393423,0.40697598,2020-09-19 07:57:30
0.008333325,0.40697598,2020-09-19 07:57:30
0.10399997,0.40721524,2020-09-19 07:57:31
0.01666665,0.40749878,2020-09-19 07:57:31
0.008333325,0.40755886,2020-09-19 07:57:32
0.07438016,0.40758544,2020-09-19 07:57:33
0.032520354,0.4075333,2020-09-19 07:57:33
0.024793386,0.40770453,2020-09-19 07:57:34
0.008264482,0.40758908,2020-09-19 07:57:35
0.040983617,0.40763497,2020-09-19 07:57:35
0.04918033,0.40772617,2020-09-19 07:57:36
0.0,0.40771657,2020-09-19 07:57:36
0.008264482,0.40768730000000003,2020-09-19 07:57:37
0.024590135,0.40768707,2020-09-19 07:57:37
0.024999976,0.40761894,2020-09-19 07:57:38
0.058333337,0.4078775,2020-09-19 07:57:39
0.016528904,0.40805572,2020-09-19 07:57:39
0.050000012,0.40807128,2020-09-19 07:57:40
0.024590135,0.408004,2020-09-19 07:57:41
0.008333325,0.40800887,2020-09-19 07:57:41
0.033613443,0.40800738,2020-09-19 07:57:42
0.04132229,0.40799928,2020-09-19 07:57:42
0.01666665,0.4080187,2020-09-19 07:57:43
0.016528904,0.40791684,2020-09-19 07:57:43
0.03333336,0.40729243,2020-09-19 07:57:44
0.024590135,0.40728515,2020-09-19 07:57:45
0.116666675,0.40729678,2020-09-19 07:57:45
0.024999976,0.4073575,2020-09-19 07:57:46
0.016393423,0.40738070000000004,2020-09-19 07:57:47
0.008333325,0.40739113,2020-09-19 07:57:47
0.041666687,0.4073434,2020-09-19 07:57:48
0.008333325,0.40732569,2020-09-19 07:57:48
0.0487805,0.40735847,2020-09-19 07:57:49
0.008264482,0.40737265,2020-09-19 07:57:49
0.02439022,0.40734816,2020-09-19 07:57:50
0.07627118,0.40737009999999996,2020-09-19 07:57:51
0.1735537,0.40889466,2020-09-19 07:57:51
0.024793386,0.40745008,2020-09-19 07:57:52
0.008333325,0.40744537,2020-09-19 07:57:53
0.024999976,0.4074291,2020-09-19 07:57:53
0.03305787,0.40744959999999997,2020-09-19 07:57:54
0.008333325,0.407434,2020-09-19 07:57:54
0.08264464,0.40711093,2020-09-19 07:57:55
0.016528904,0.40711534,2020-09-19 07:57:55
0.12711865,0.40719104,2020-09-19 07:57:56
0.032258093,0.40719485,2020-09-19 07:57:57
0.024999976,0.40722978,2020-09-19 07:57:57
0.024999976,0.40723622,2020-09-19 07:57:58
0.016528904,0.40723598,2020-09-19 07:57:59
0.016528904,0.40723467,2020-09-19 07:57:59
0.03305787,0.40726852,2020-09-19 07:58:00
0.049586773,0.40724385,2020-09-19 07:58:00
0.0403226,0.40724653,2020-09-19 07:58:01
0.08264464,0.40725636,2020-09-19 07:58:01
0.008333325,0.40725964,2020-09-19 07:58:02
0.090909064,0.40727687,2020-09-19 07:58:03
0.024793386,0.40727204,2020-09-19 07:58:03
0.024590135,0.4072941,2020-09-19 07:58:04
0.08403361,0.4072916,2020-09-19 07:58:05
0.016528904,0.40727663,2020-09-19 07:58:05
0.07258063599999999,0.40729582,2020-09-19 07:58:06
0.03305787,0.40729243,2020-09-19 07:58:06
0.008333325,0.4072011,2020-09-19 07:58:07
0.04132229,0.4072367,2020-09-19 07:58:07
0.02439022,0.40721124,2020-09-19 07:58:08
0.0,0.40722674,2020-09-19 07:58:09
0.040650427,0.4072587,2020-09-19 07:58:09
0.01666665,0.4072349,2020-09-19 07:58:10
0.050000012,0.4072765,2020-09-19 07:58:11
0.099173546,0.4073354,2020-09-19 07:58:11
0.024793386,0.40730917,2020-09-19 07:58:12
0.016528904,0.40730906,2020-09-19 07:58:12
0.032786906,0.4073105,2020-09-19 07:58:13
0.02439022,0.40730762,2020-09-19 07:58:13
0.17500001,0.40776294,2020-09-19 07:58:14
0.17500001,0.40789109999999995,2020-09-19 07:58:15
0.18333334,0.40791428,2020-09-19 07:58:15
0.041666687,0.4078467,2020-09-19 07:58:16
0.024793386,0.40788309999999994,2020-09-19 07:58:17
0.008403361,0.40779924,2020-09-19 07:58:17
0.008264482,0.40773535,2020-09-19 07:58:18
0.0,0.4077475,2020-09-19 07:58:18
0.10483873,0.40805995,2020-09-19 07:58:19
0.16949153,0.4082423,2020-09-19 07:58:19
0.008333325,0.40789938,2020-09-19 07:58:20
0.025210082999999998,0.40794635,2020-09-19 07:58:21
0.024590135,0.40790457,2020-09-19 07:58:21
0.008264482,0.40791368,2020-09-19 07:58:22
0.15966386,0.40822738,2020-09-19 07:58:23
0.17647058,0.40825057,2020-09-19 07:58:23
0.016528904,0.40796745,2020-09-19 07:58:24
0.14876032,0.40834945,2020-09-19 07:58:24
0.29508197,0.40861255,2020-09-19 07:58:25
0.008333325,0.40820622,2020-09-19 07:58:25
0.033613443,0.4082446,2020-09-19 07:58:26
0.016528904,0.40824753,2020-09-19 07:58:27
0.17500001,0.40849864,2020-09-19 07:58:27
0.18487394,0.40844232,2020-09-19 07:58:28
0.008333325,0.40822625,2020-09-19 07:58:29
0.008333325,0.40820646,2020-09-19 07:58:29
0.19166666,0.40848202,2020-09-19 07:58:30
0.15833336,0.40820384,2020-09-19 07:58:30
0.02439022,0.408206,2020-09-19 07:58:31
0.0,0.40820575,2020-09-19 07:58:31
0.016528904,0.4081782,2020-09-19 07:58:32
0.03305787,0.40900087,2020-09-19 07:58:33
0.016393423,0.40886515,2020-09-19 07:58:33
0.07499999,0.40914917,2020-09-19 07:58:34
0.016393423,0.40925956,2020-09-19 07:58:35
0.07258063599999999,0.40960658,2020-09-19 07:58:35
0.040983617,0.4095419,2020-09-19 07:58:36
0.008264482,0.40960002,2020-09-19 07:58:36
0.03333336,0.40946472,2020-09-19 07:58:37
0.056910574000000005,0.40947247,2020-09-19 07:58:37
0.016528904,0.409387,2020-09-19 07:58:38
0.032786906,0.40952104,2020-09-19 07:58:39
0.30833334,0.41061425,2020-09-19 07:58:39
0.04132229,0.4112081,2020-09-19 07:58:40
0.024590135,0.41108668,2020-09-19 07:58:41
0.024999976,0.41108125,2020-09-19 07:58:41
0.0,0.41099566,2020-09-19 07:58:42
0.008403361,0.4110055,2020-09-19 07:58:42
0.016393423,0.41094440000000004,2020-09-19 07:58:43
0.032786906,0.41078055,2020-09-19 07:58:43
0.008333325,0.41096783,2020-09-19 07:58:44
0.01666665,0.41080958,2020-09-19 07:58:45
0.090163946,0.41076684,2020-09-19 07:58:45
0.016528904,0.4107495,2020-09-19 07:58:46
0.008333325,0.41060525,2020-09-19 07:58:47
0.008264482,0.41059350000000006,2020-09-19 07:58:47
0.008264482,0.41018152,2020-09-19 07:58:48
0.024999976,0.41020054,2020-09-19 07:58:48
0.008403361,0.41002148,2020-09-19 07:58:49
0.03333336,0.41096836,2020-09-19 07:58:49
0.049586773,0.4111039000000001,2020-09-19 07:58:50
0.06722689,0.41137570000000007,2020-09-19 07:58:51
0.06400001,0.41129607,2020-09-19 07:58:51
0.0,0.41121644,2020-09-19 07:58:52
0.040983617,0.41119979999999995,2020-09-19 07:58:53
0.008264482,0.41119593,2020-09-19 07:58:53
0.024793386,0.4112081,2020-09-19 07:58:54
0.008333325,0.41119087,2020-09-19 07:58:54
0.008333325,0.4110403,2020-09-19 07:58:55
0.024793386,0.41101182,2020-09-19 07:58:55
0.0,0.41112638,2020-09-19 07:58:56
0.024590135,0.4111526,2020-09-19 07:58:57
0.04132229,0.41109929999999995,2020-09-19 07:58:57
0.0,0.41108418,2020-09-19 07:58:58
0.016528904,0.41106933,2020-09-19 07:58:59
0.016528904,0.41106558,2020-09-19 07:58:59
0.0403226,0.41113162,2020-09-19 07:59:00
0.041666687,0.41123068,2020-09-19 07:59:00
0.040650427,0.41123950000000004,2020-09-19 07:59:01
0.024793386,0.41122705,2020-09-19 07:59:01
0.16393441,0.41235924,2020-09-19 07:59:02
0.04132229,0.41263407,2020-09-19 07:59:03
0.016528904,0.41253537,2020-09-19 07:59:03
0.016393423,0.41226745,2020-09-19 07:59:04
0.016528904,0.41232959999999996,2020-09-19 07:59:05
0.008333325,0.41206229999999994,2020-09-19 07:59:05
0.105691075,0.41228408,2020-09-19 07:59:06
0.024793386,0.41209614,2020-09-19 07:59:06
0.0,0.41203874,2020-09-19 07:59:07
0.016528904,0.41225994,2020-09-19 07:59:07
0.008333325,0.41225457,2020-09-19 07:59:08
0.058823525999999994,0.41217035,2020-09-19 07:59:09
0.008403361,0.41217327,2020-09-19 07:59:09
0.008333325,0.41210598,2020-09-19 07:59:10
0.008264482,0.41198403,2020-09-19 07:59:11
0.10655737,0.41230482,2020-09-19 07:59:11
0.03305787,0.41225200000000006,2020-09-19 07:59:12
0.080645144,0.41220290000000004,2020-09-19 07:59:12
0.01666665,0.41236407,2020-09-19 07:59:13
0.016528904,0.41235959999999994,2020-09-19 07:59:13
0.032786906,0.41218114,2020-09-19 07:59:14
0.040983617,0.41214508,2020-09-19 07:59:15
0.03305787,0.41209809999999997,2020-09-19 07:59:15
0.050000012,0.41211909999999996,2020-09-19 07:59:16
0.032786906,0.41215032,2020-09-19 07:59:17
0.024793386,0.41216063,2020-09-19 07:59:17
0.016806722,0.41203403,2020-09-19 07:59:18
0.0,0.41199762,2020-09-19 07:59:18
0.008264482,0.41202235,2020-09-19 07:59:19
0.008264482,0.4120134,2020-09-19 07:59:19
0.016528904,0.41188800000000003,2020-09-19 07:59:20
0.01666665,0.411883,2020-09-19 07:59:21
0.024590135,0.41204447,2020-09-19 07:59:21
0.0,0.4119709,2020-09-19 07:59:22
0.02439022,0.41194808,2020-09-19 07:59:23
0.016393423,0.4119504,2020-09-19 07:59:23
0.016393423,0.41186809999999996,2020-09-19 07:59:24
0.025210082999999998,0.41199309999999995,2020-09-19 07:59:24
0.13445377,0.41230154,2020-09-19 07:59:25
0.008333325,0.41239285,2020-09-19 07:59:25
0.11570245,0.41289383,2020-09-19 07:59:26
0.024999976,0.41310805,2020-09-19 07:59:27
0.016528904,0.41297626,2020-09-19 07:59:27
0.06349206,0.413166,2020-09-19 07:59:28
0.13934427,0.41508573,2020-09-19 07:59:29
0.10483873,0.41582137,2020-09-19 07:59:29
0.01666665,0.41549677,2020-09-19 07:59:30
0.008333325,0.41538775,2020-09-19 07:59:30
0.0,0.4152518,2020-09-19 07:59:31
0.11016947,0.41536278,2020-09-19 07:59:31
0.024793386,0.41491592,2020-09-19 07:59:32
0.016528904,0.41490704,2020-09-19 07:59:33
0.01666665,0.41497988,2020-09-19 07:59:33
0.01666665,0.41449374,2020-09-19 07:59:34
0.016528904,0.41430920000000004,2020-09-19 07:59:35
0.008474588,0.41427755,2020-09-19 07:59:35
0.049586773,0.41441447,2020-09-19 07:59:36
0.024999976,0.41446388,2020-09-19 07:59:36
0.008333325,0.41423953,2020-09-19 07:59:37
0.03333336,0.41419733,2020-09-19 07:59:37
0.032786906,0.41423069999999995,2020-09-19 07:59:38
0.016528904,0.41420412,2020-09-19 07:59:39
0.024590135,0.41421795,2020-09-19 07:59:39
0.0,0.41419405,2020-09-19 07:59:40
0.016528904,0.41457570000000005,2020-09-19 07:59:41
0.016528904,0.41458356,2020-09-19 07:59:41
0.016393423,0.41487974,2020-09-19 07:59:42
0.01666665,0.4148897,2020-09-19 07:59:42
0.016528904,0.41485488,2020-09-19 07:59:43
0.01666665,0.41486156,2020-09-19 07:59:43
